method,item_key,selected_count,selection_prob
heap,2023-02-24|ASML,4,0.008
heap,2023-02-24|INTC,2,0.004
heap,2023-02-24|META,4,0.008
heap,2023-02-24|MSFT,3,0.006
heap,2023-02-24|NVDA,0,0.0
heap,2023-02-24|ORCL,5,0.01
heap,2023-02-27|AAPL,1,0.002
heap,2023-02-27|AMD,4,0.008
heap,2023-02-27|ASML,6,0.012
heap,2023-02-27|INTC,6,0.012
heap,2023-02-27|META,1,0.002
heap,2023-02-27|MSFT,2,0.004
heap,2023-02-27|NVDA,3,0.006
heap,2023-02-27|ORCL,1,0.002
heap,2023-02-28|AAPL,5,0.01
heap,2023-02-28|AMD,4,0.008
heap,2023-02-28|ASML,3,0.006
heap,2023-02-28|INTC,4,0.008
heap,2023-02-28|META,7,0.014
heap,2023-02-28|MSFT,4,0.008
heap,2023-02-28|NVDA,4,0.008
heap,2023-02-28|ORCL,2,0.004
heap,2023-03-01|AAPL,2,0.004
heap,2023-03-01|AMD,3,0.006
heap,2023-03-01|ASML,4,0.008
heap,2023-03-01|INTC,5,0.01
heap,2023-03-01|META,4,0.008
heap,2023-03-01|MSFT,2,0.004
heap,2023-03-01|NVDA,3,0.006
heap,2023-03-01|ORCL,2,0.004
heap,2023-03-02|AAPL,5,0.01
heap,2023-03-02|AMD,4,0.008
heap,2023-03-02|ASML,3,0.006
heap,2023-03-02|INTC,2,0.004
heap,2023-03-02|META,3,0.006
heap,2023-03-02|MSFT,3,0.006
heap,2023-03-02|NVDA,4,0.008
heap,2023-03-02|ORCL,2,0.004
heap,2023-03-03|AAPL,3,0.006
heap,2023-03-03|AMD,5,0.01
heap,2023-03-03|ASML,1,0.002
heap,2023-03-03|INTC,0,0.0
heap,2023-03-03|META,1,0.002
heap,2023-03-03|MSFT,1,0.002
heap,2023-03-03|NVDA,3,0.006
heap,2023-03-03|ORCL,1,0.002
heap,2023-03-06|AAPL,6,0.012
heap,2023-03-06|AMD,3,0.006
heap,2023-03-06|ASML,3,0.006
heap,2023-03-06|INTC,2,0.004
heap,2023-03-06|META,1,0.002
heap,2023-03-06|MSFT,1,0.002
heap,2023-03-06|NVDA,2,0.004
heap,2023-03-06|ORCL,5,0.01
heap,2023-03-07|AAPL,1,0.002
heap,2023-03-07|AMD,1,0.002
heap,2023-03-07|ASML,5,0.01
heap,2023-03-07|INTC,2,0.004
heap,2023-03-07|META,1,0.002
heap,2023-03-07|MSFT,1,0.002
heap,2023-03-07|NVDA,1,0.002
heap,2023-03-07|ORCL,2,0.004
heap,2023-03-08|AAPL,3,0.006
heap,2023-03-08|AMD,2,0.004
heap,2023-03-08|ASML,0,0.0
heap,2023-03-08|INTC,0,0.0
heap,2023-03-08|META,2,0.004
heap,2023-03-08|MSFT,2,0.004
heap,2023-03-08|NVDA,2,0.004
heap,2023-03-08|ORCL,2,0.004
heap,2023-03-09|AAPL,0,0.0
heap,2023-03-09|AMD,5,0.01
heap,2023-03-09|ASML,1,0.002
heap,2023-03-09|INTC,0,0.0
heap,2023-03-09|META,5,0.01
heap,2023-03-09|MSFT,2,0.004
heap,2023-03-09|NVDA,3,0.006
heap,2023-03-09|ORCL,2,0.004
heap,2023-03-10|AAPL,1,0.002
heap,2023-03-10|AMD,4,0.008
heap,2023-03-10|ASML,3,0.006
heap,2023-03-10|INTC,3,0.006
heap,2023-03-10|META,4,0.008
heap,2023-03-10|MSFT,3,0.006
heap,2023-03-10|NVDA,2,0.004
heap,2023-03-10|ORCL,1,0.002
heap,2023-03-13|AAPL,3,0.006
heap,2023-03-13|AMD,1,0.002
heap,2023-03-13|ASML,1,0.002
heap,2023-03-13|INTC,3,0.006
heap,2023-03-13|META,2,0.004
heap,2023-03-13|MSFT,3,0.006
heap,2023-03-13|NVDA,5,0.01
heap,2023-03-13|ORCL,1,0.002
heap,2023-03-14|AAPL,2,0.004
heap,2023-03-14|AMD,2,0.004
heap,2023-03-14|ASML,3,0.006
heap,2023-03-14|INTC,4,0.008
heap,2023-03-14|META,3,0.006
heap,2023-03-14|MSFT,2,0.004
heap,2023-03-14|NVDA,1,0.002
heap,2023-03-14|ORCL,4,0.008
heap,2023-03-15|AAPL,3,0.006
heap,2023-03-15|AMD,2,0.004
heap,2023-03-15|ASML,1,0.002
heap,2023-03-15|INTC,3,0.006
heap,2023-03-15|META,1,0.002
heap,2023-03-15|MSFT,2,0.004
heap,2023-03-15|NVDA,4,0.008
heap,2023-03-15|ORCL,3,0.006
heap,2023-03-16|AAPL,1,0.002
heap,2023-03-16|AMD,2,0.004
heap,2023-03-16|ASML,1,0.002
heap,2023-03-16|INTC,5,0.01
heap,2023-03-16|META,3,0.006
heap,2023-03-16|MSFT,3,0.006
heap,2023-03-16|NVDA,3,0.006
heap,2023-03-16|ORCL,5,0.01
heap,2023-03-17|AAPL,1,0.002
heap,2023-03-17|AMD,5,0.01
heap,2023-03-17|ASML,0,0.0
heap,2023-03-17|INTC,3,0.006
heap,2023-03-17|META,3,0.006
heap,2023-03-17|MSFT,3,0.006
heap,2023-03-17|NVDA,5,0.01
heap,2023-03-17|ORCL,3,0.006
heap,2023-03-20|AAPL,2,0.004
heap,2023-03-20|AMD,5,0.01
heap,2023-03-20|ASML,1,0.002
heap,2023-03-20|INTC,2,0.004
heap,2023-03-20|META,2,0.004
heap,2023-03-20|MSFT,1,0.002
heap,2023-03-20|NVDA,3,0.006
heap,2023-03-20|ORCL,4,0.008
heap,2023-03-21|AAPL,3,0.006
heap,2023-03-21|AMD,2,0.004
heap,2023-03-21|ASML,0,0.0
heap,2023-03-21|INTC,2,0.004
heap,2023-03-21|META,0,0.0
heap,2023-03-21|MSFT,2,0.004
heap,2023-03-21|NVDA,1,0.002
heap,2023-03-21|ORCL,3,0.006
heap,2023-03-22|AAPL,2,0.004
heap,2023-03-22|AMD,5,0.01
heap,2023-03-22|ASML,4,0.008
heap,2023-03-22|INTC,1,0.002
heap,2023-03-22|META,6,0.012
heap,2023-03-22|MSFT,3,0.006
heap,2023-03-22|NVDA,2,0.004
heap,2023-03-22|ORCL,3,0.006
heap,2023-03-23|AAPL,2,0.004
heap,2023-03-23|AMD,4,0.008
heap,2023-03-23|ASML,4,0.008
heap,2023-03-23|INTC,2,0.004
heap,2023-03-23|META,1,0.002
heap,2023-03-23|MSFT,2,0.004
heap,2023-03-23|NVDA,1,0.002
heap,2023-03-23|ORCL,3,0.006
heap,2023-03-24|AAPL,4,0.008
heap,2023-03-24|AMD,1,0.002
heap,2023-03-24|ASML,3,0.006
heap,2023-03-24|INTC,3,0.006
heap,2023-03-24|META,2,0.004
heap,2023-03-24|MSFT,2,0.004
heap,2023-03-24|NVDA,4,0.008
heap,2023-03-24|ORCL,0,0.0
heap,2023-03-27|AAPL,1,0.002
heap,2023-03-27|AMD,4,0.008
heap,2023-03-27|ASML,5,0.01
heap,2023-03-27|INTC,1,0.002
heap,2023-03-27|META,1,0.002
heap,2023-03-27|MSFT,3,0.006
heap,2023-03-27|NVDA,4,0.008
heap,2023-03-27|ORCL,3,0.006
heap,2023-03-28|AAPL,4,0.008
heap,2023-03-28|AMD,4,0.008
heap,2023-03-28|ASML,2,0.004
heap,2023-03-28|INTC,1,0.002
heap,2023-03-28|META,1,0.002
heap,2023-03-28|MSFT,4,0.008
heap,2023-03-28|NVDA,2,0.004
heap,2023-03-28|ORCL,5,0.01
heap,2023-03-29|AAPL,0,0.0
heap,2023-03-29|AMD,4,0.008
heap,2023-03-29|ASML,1,0.002
heap,2023-03-29|INTC,2,0.004
heap,2023-03-29|META,4,0.008
heap,2023-03-29|MSFT,5,0.01
heap,2023-03-29|NVDA,1,0.002
heap,2023-03-29|ORCL,3,0.006
heap,2023-03-30|AAPL,3,0.006
heap,2023-03-30|AMD,0,0.0
heap,2023-03-30|ASML,2,0.004
heap,2023-03-30|INTC,2,0.004
heap,2023-03-30|META,3,0.006
heap,2023-03-30|MSFT,5,0.01
heap,2023-03-30|NVDA,1,0.002
heap,2023-03-30|ORCL,3,0.006
heap,2023-03-31|AAPL,1,0.002
heap,2023-03-31|AMD,2,0.004
heap,2023-03-31|ASML,1,0.002
heap,2023-03-31|INTC,2,0.004
heap,2023-03-31|META,1,0.002
heap,2023-03-31|MSFT,4,0.008
heap,2023-03-31|NVDA,0,0.0
heap,2023-03-31|ORCL,2,0.004
heap,2023-04-03|AAPL,4,0.008
heap,2023-04-03|AMD,1,0.002
heap,2023-04-03|ASML,0,0.0
heap,2023-04-03|INTC,5,0.01
heap,2023-04-03|META,3,0.006
heap,2023-04-03|MSFT,1,0.002
heap,2023-04-03|NVDA,1,0.002
heap,2023-04-03|ORCL,1,0.002
heap,2023-04-04|AAPL,1,0.002
heap,2023-04-04|AMD,2,0.004
heap,2023-04-04|ASML,2,0.004
heap,2023-04-04|INTC,3,0.006
heap,2023-04-04|META,3,0.006
heap,2023-04-04|MSFT,1,0.002
heap,2023-04-04|NVDA,2,0.004
heap,2023-04-04|ORCL,2,0.004
heap,2023-04-05|AAPL,4,0.008
heap,2023-04-05|AMD,0,0.0
heap,2023-04-05|ASML,5,0.01
heap,2023-04-05|INTC,4,0.008
heap,2023-04-05|META,5,0.01
heap,2023-04-05|MSFT,1,0.002
heap,2023-04-05|NVDA,4,0.008
heap,2023-04-05|ORCL,0,0.0
heap,2023-04-06|AAPL,2,0.004
heap,2023-04-06|AMD,3,0.006
heap,2023-04-06|ASML,3,0.006
heap,2023-04-06|INTC,2,0.004
heap,2023-04-06|META,4,0.008
heap,2023-04-06|MSFT,2,0.004
heap,2023-04-06|NVDA,1,0.002
heap,2023-04-06|ORCL,2,0.004
heap,2023-04-10|AAPL,1,0.002
heap,2023-04-10|AMD,4,0.008
heap,2023-04-10|ASML,3,0.006
heap,2023-04-10|INTC,1,0.002
heap,2023-04-10|META,0,0.0
heap,2023-04-10|MSFT,1,0.002
heap,2023-04-10|NVDA,3,0.006
heap,2023-04-10|ORCL,5,0.01
heap,2023-04-11|AAPL,5,0.01
heap,2023-04-11|AMD,2,0.004
heap,2023-04-11|ASML,2,0.004
heap,2023-04-11|INTC,1,0.002
heap,2023-04-11|META,4,0.008
heap,2023-04-11|MSFT,6,0.012
heap,2023-04-11|NVDA,4,0.008
heap,2023-04-11|ORCL,3,0.006
heap,2023-04-12|AAPL,1,0.002
heap,2023-04-12|AMD,1,0.002
heap,2023-04-12|ASML,2,0.004
heap,2023-04-12|INTC,2,0.004
heap,2023-04-12|META,4,0.008
heap,2023-04-12|MSFT,3,0.006
heap,2023-04-12|NVDA,0,0.0
heap,2023-04-12|ORCL,0,0.0
heap,2023-04-13|AAPL,7,0.014
heap,2023-04-13|AMD,3,0.006
heap,2023-04-13|ASML,1,0.002
heap,2023-04-13|INTC,2,0.004
heap,2023-04-13|META,2,0.004
heap,2023-04-13|MSFT,1,0.002
heap,2023-04-13|NVDA,2,0.004
heap,2023-04-13|ORCL,1,0.002
heap,2023-04-14|AAPL,4,0.008
heap,2023-04-14|AMD,0,0.0
heap,2023-04-14|ASML,3,0.006
heap,2023-04-14|INTC,1,0.002
heap,2023-04-14|META,5,0.01
heap,2023-04-14|MSFT,4,0.008
heap,2023-04-14|NVDA,1,0.002
heap,2023-04-14|ORCL,0,0.0
heap,2023-04-17|AAPL,2,0.004
heap,2023-04-17|AMD,7,0.014
heap,2023-04-17|ASML,0,0.0
heap,2023-04-17|INTC,5,0.01
heap,2023-04-17|META,0,0.0
heap,2023-04-17|MSFT,2,0.004
heap,2023-04-17|NVDA,3,0.006
heap,2023-04-17|ORCL,2,0.004
heap,2023-04-18|AAPL,3,0.006
heap,2023-04-18|AMD,6,0.012
heap,2023-04-18|ASML,2,0.004
heap,2023-04-18|INTC,1,0.002
heap,2023-04-18|META,1,0.002
heap,2023-04-18|MSFT,3,0.006
heap,2023-04-18|NVDA,1,0.002
heap,2023-04-18|ORCL,4,0.008
heap,2023-04-19|AAPL,2,0.004
heap,2023-04-19|AMD,0,0.0
heap,2023-04-19|ASML,2,0.004
heap,2023-04-19|INTC,2,0.004
heap,2023-04-19|META,1,0.002
heap,2023-04-19|MSFT,1,0.002
heap,2023-04-19|NVDA,4,0.008
heap,2023-04-19|ORCL,3,0.006
heap,2023-04-20|AAPL,2,0.004
heap,2023-04-20|AMD,0,0.0
heap,2023-04-20|ASML,2,0.004
heap,2023-04-20|INTC,3,0.006
heap,2023-04-20|META,2,0.004
heap,2023-04-20|MSFT,2,0.004
heap,2023-04-20|NVDA,4,0.008
heap,2023-04-20|ORCL,4,0.008
heap,2023-04-21|AAPL,3,0.006
heap,2023-04-21|AMD,3,0.006
heap,2023-04-21|ASML,4,0.008
heap,2023-04-21|INTC,2,0.004
heap,2023-04-21|META,2,0.004
heap,2023-04-21|MSFT,4,0.008
heap,2023-04-21|NVDA,3,0.006
heap,2023-04-21|ORCL,0,0.0
heap,2023-04-24|AAPL,3,0.006
heap,2023-04-24|AMD,4,0.008
heap,2023-04-24|ASML,0,0.0
heap,2023-04-24|INTC,4,0.008
heap,2023-04-24|META,3,0.006
heap,2023-04-24|MSFT,2,0.004
heap,2023-04-24|NVDA,0,0.0
heap,2023-04-24|ORCL,0,0.0
heap,2023-04-25|AAPL,2,0.004
heap,2023-04-25|AMD,5,0.01
heap,2023-04-25|ASML,1,0.002
heap,2023-04-25|INTC,4,0.008
heap,2023-04-25|META,4,0.008
heap,2023-04-25|MSFT,4,0.008
heap,2023-04-25|NVDA,4,0.008
heap,2023-04-25|ORCL,3,0.006
heap,2023-04-26|AAPL,7,0.014
heap,2023-04-26|AMD,3,0.006
heap,2023-04-26|ASML,1,0.002
heap,2023-04-26|INTC,1,0.002
heap,2023-04-26|META,3,0.006
heap,2023-04-26|MSFT,3,0.006
heap,2023-04-26|NVDA,0,0.0
heap,2023-04-26|ORCL,5,0.01
heap,2023-04-27|AAPL,1,0.002
heap,2023-04-27|AMD,1,0.002
heap,2023-04-27|ASML,1,0.002
heap,2023-04-27|INTC,2,0.004
heap,2023-04-27|META,2,0.004
heap,2023-04-27|MSFT,2,0.004
heap,2023-04-27|NVDA,5,0.01
heap,2023-04-27|ORCL,3,0.006
heap,2023-04-28|AAPL,3,0.006
heap,2023-04-28|AMD,1,0.002
heap,2023-04-28|ASML,3,0.006
heap,2023-04-28|INTC,4,0.008
heap,2023-04-28|META,2,0.004
heap,2023-04-28|MSFT,2,0.004
heap,2023-04-28|NVDA,1,0.002
heap,2023-04-28|ORCL,4,0.008
heap,2023-05-01|AAPL,5,0.01
heap,2023-05-01|AMD,1,0.002
heap,2023-05-01|ASML,2,0.004
heap,2023-05-01|INTC,2,0.004
heap,2023-05-01|META,0,0.0
heap,2023-05-01|MSFT,3,0.006
heap,2023-05-01|NVDA,3,0.006
heap,2023-05-01|ORCL,1,0.002
heap,2023-05-02|AAPL,2,0.004
heap,2023-05-02|AMD,3,0.006
heap,2023-05-02|ASML,1,0.002
heap,2023-05-02|INTC,5,0.01
heap,2023-05-02|META,4,0.008
heap,2023-05-02|MSFT,2,0.004
heap,2023-05-02|NVDA,7,0.014
heap,2023-05-02|ORCL,4,0.008
heap,2023-05-03|AAPL,1,0.002
heap,2023-05-03|AMD,1,0.002
heap,2023-05-03|ASML,2,0.004
heap,2023-05-03|INTC,1,0.002
heap,2023-05-03|META,3,0.006
heap,2023-05-03|MSFT,2,0.004
heap,2023-05-03|NVDA,4,0.008
heap,2023-05-03|ORCL,2,0.004
heap,2023-05-04|AAPL,5,0.01
heap,2023-05-04|AMD,1,0.002
heap,2023-05-04|ASML,0,0.0
heap,2023-05-04|INTC,6,0.012
heap,2023-05-04|META,7,0.014
heap,2023-05-04|MSFT,2,0.004
heap,2023-05-04|NVDA,2,0.004
heap,2023-05-04|ORCL,0,0.0
heap,2023-05-05|AAPL,1,0.002
heap,2023-05-05|AMD,2,0.004
heap,2023-05-05|ASML,1,0.002
heap,2023-05-05|INTC,1,0.002
heap,2023-05-05|META,2,0.004
heap,2023-05-05|MSFT,3,0.006
heap,2023-05-05|NVDA,1,0.002
heap,2023-05-05|ORCL,1,0.002
heap,2023-05-08|AAPL,6,0.012
heap,2023-05-08|AMD,2,0.004
heap,2023-05-08|ASML,1,0.002
heap,2023-05-08|INTC,1,0.002
heap,2023-05-08|META,2,0.004
heap,2023-05-08|MSFT,1,0.002
heap,2023-05-08|NVDA,4,0.008
heap,2023-05-08|ORCL,2,0.004
heap,2023-05-09|AAPL,4,0.008
heap,2023-05-09|AMD,2,0.004
heap,2023-05-09|ASML,2,0.004
heap,2023-05-09|INTC,3,0.006
heap,2023-05-09|META,0,0.0
heap,2023-05-09|MSFT,1,0.002
heap,2023-05-09|NVDA,4,0.008
heap,2023-05-09|ORCL,2,0.004
heap,2023-05-10|AAPL,4,0.008
heap,2023-05-10|AMD,3,0.006
heap,2023-05-10|ASML,4,0.008
heap,2023-05-10|INTC,2,0.004
heap,2023-05-10|META,3,0.006
heap,2023-05-10|MSFT,2,0.004
heap,2023-05-10|NVDA,3,0.006
heap,2023-05-10|ORCL,1,0.002
heap,2023-05-11|AAPL,2,0.004
heap,2023-05-11|AMD,4,0.008
heap,2023-05-11|ASML,3,0.006
heap,2023-05-11|INTC,2,0.004
heap,2023-05-11|META,4,0.008
heap,2023-05-11|MSFT,2,0.004
heap,2023-05-11|NVDA,3,0.006
heap,2023-05-11|ORCL,2,0.004
heap,2023-05-12|AAPL,5,0.01
heap,2023-05-12|AMD,5,0.01
heap,2023-05-12|ASML,4,0.008
heap,2023-05-12|INTC,1,0.002
heap,2023-05-12|META,1,0.002
heap,2023-05-12|MSFT,1,0.002
heap,2023-05-12|NVDA,1,0.002
heap,2023-05-12|ORCL,3,0.006
heap,2023-05-15|AAPL,4,0.008
heap,2023-05-15|AMD,3,0.006
heap,2023-05-15|ASML,2,0.004
heap,2023-05-15|INTC,2,0.004
heap,2023-05-15|META,4,0.008
heap,2023-05-15|MSFT,2,0.004
heap,2023-05-15|NVDA,1,0.002
heap,2023-05-15|ORCL,2,0.004
heap,2023-05-16|AAPL,5,0.01
heap,2023-05-16|AMD,0,0.0
heap,2023-05-16|ASML,5,0.01
heap,2023-05-16|INTC,5,0.01
heap,2023-05-16|META,1,0.002
heap,2023-05-16|MSFT,2,0.004
heap,2023-05-16|NVDA,4,0.008
heap,2023-05-16|ORCL,2,0.004
heap,2023-05-17|AAPL,1,0.002
heap,2023-05-17|AMD,4,0.008
heap,2023-05-17|ASML,4,0.008
heap,2023-05-17|INTC,3,0.006
heap,2023-05-17|META,0,0.0
heap,2023-05-17|MSFT,3,0.006
heap,2023-05-17|NVDA,9,0.018
heap,2023-05-17|ORCL,2,0.004
heap,2023-05-18|AAPL,2,0.004
heap,2023-05-18|AMD,3,0.006
heap,2023-05-18|ASML,1,0.002
heap,2023-05-18|INTC,3,0.006
heap,2023-05-18|META,2,0.004
heap,2023-05-18|MSFT,0,0.0
heap,2023-05-18|NVDA,2,0.004
heap,2023-05-18|ORCL,2,0.004
heap,2023-05-19|AAPL,7,0.014
heap,2023-05-19|AMD,1,0.002
heap,2023-05-19|ASML,5,0.01
heap,2023-05-19|INTC,1,0.002
heap,2023-05-19|META,1,0.002
heap,2023-05-19|MSFT,0,0.0
heap,2023-05-19|NVDA,2,0.004
heap,2023-05-19|ORCL,1,0.002
heap,2023-05-22|AAPL,1,0.002
heap,2023-05-22|AMD,5,0.01
heap,2023-05-22|ASML,2,0.004
heap,2023-05-22|INTC,4,0.008
heap,2023-05-22|META,2,0.004
heap,2023-05-22|MSFT,3,0.006
heap,2023-05-22|NVDA,1,0.002
heap,2023-05-22|ORCL,5,0.01
heap,2023-05-23|AAPL,0,0.0
heap,2023-05-23|AMD,2,0.004
heap,2023-05-23|ASML,3,0.006
heap,2023-05-23|INTC,3,0.006
heap,2023-05-23|META,4,0.008
heap,2023-05-23|MSFT,0,0.0
heap,2023-05-23|NVDA,3,0.006
heap,2023-05-23|ORCL,2,0.004
heap,2023-05-24|AAPL,3,0.006
heap,2023-05-24|AMD,2,0.004
heap,2023-05-24|ASML,3,0.006
heap,2023-05-24|INTC,3,0.006
heap,2023-05-24|META,2,0.004
heap,2023-05-24|MSFT,4,0.008
heap,2023-05-24|NVDA,8,0.016
heap,2023-05-24|ORCL,3,0.006
heap,2023-05-25|AAPL,2,0.004
heap,2023-05-25|AMD,3,0.006
heap,2023-05-25|ASML,2,0.004
heap,2023-05-25|INTC,1,0.002
heap,2023-05-25|META,2,0.004
heap,2023-05-25|MSFT,3,0.006
heap,2023-05-25|NVDA,0,0.0
heap,2023-05-25|ORCL,2,0.004
heap,2023-05-26|AAPL,1,0.002
heap,2023-05-26|AMD,1,0.002
heap,2023-05-26|ASML,1,0.002
heap,2023-05-26|INTC,1,0.002
heap,2023-05-26|META,1,0.002
heap,2023-05-26|MSFT,2,0.004
heap,2023-05-26|NVDA,2,0.004
heap,2023-05-26|ORCL,2,0.004
heap,2023-05-30|AAPL,4,0.008
heap,2023-05-30|AMD,4,0.008
heap,2023-05-30|ASML,1,0.002
heap,2023-05-30|INTC,4,0.008
heap,2023-05-30|META,3,0.006
heap,2023-05-30|MSFT,1,0.002
heap,2023-05-30|NVDA,2,0.004
heap,2023-05-30|ORCL,3,0.006
heap,2023-05-31|AAPL,1,0.002
heap,2023-05-31|AMD,1,0.002
heap,2023-05-31|ASML,3,0.006
heap,2023-05-31|INTC,3,0.006
heap,2023-05-31|META,1,0.002
heap,2023-05-31|MSFT,5,0.01
heap,2023-05-31|NVDA,4,0.008
heap,2023-05-31|ORCL,5,0.01
heap,2023-06-01|AAPL,2,0.004
heap,2023-06-01|AMD,2,0.004
heap,2023-06-01|ASML,1,0.002
heap,2023-06-01|INTC,1,0.002
heap,2023-06-01|META,0,0.0
heap,2023-06-01|MSFT,3,0.006
heap,2023-06-01|NVDA,1,0.002
heap,2023-06-01|ORCL,2,0.004
heap,2023-06-02|AAPL,1,0.002
heap,2023-06-02|AMD,3,0.006
heap,2023-06-02|ASML,1,0.002
heap,2023-06-02|INTC,3,0.006
heap,2023-06-02|META,2,0.004
heap,2023-06-02|MSFT,3,0.006
heap,2023-06-02|NVDA,1,0.002
heap,2023-06-02|ORCL,1,0.002
heap,2023-06-05|AAPL,0,0.0
heap,2023-06-05|AMD,1,0.002
heap,2023-06-05|ASML,2,0.004
heap,2023-06-05|INTC,0,0.0
heap,2023-06-05|META,0,0.0
heap,2023-06-05|MSFT,1,0.002
heap,2023-06-05|NVDA,1,0.002
heap,2023-06-05|ORCL,1,0.002
heap,2023-06-06|AAPL,3,0.006
heap,2023-06-06|AMD,2,0.004
heap,2023-06-06|ASML,0,0.0
heap,2023-06-06|INTC,4,0.008
heap,2023-06-06|META,1,0.002
heap,2023-06-06|MSFT,5,0.01
heap,2023-06-06|NVDA,2,0.004
heap,2023-06-06|ORCL,3,0.006
heap,2023-06-07|AAPL,2,0.004
heap,2023-06-07|AMD,2,0.004
heap,2023-06-07|ASML,2,0.004
heap,2023-06-07|INTC,0,0.0
heap,2023-06-07|META,2,0.004
heap,2023-06-07|MSFT,2,0.004
heap,2023-06-07|NVDA,2,0.004
heap,2023-06-07|ORCL,2,0.004
heap,2023-06-08|AAPL,1,0.002
heap,2023-06-08|AMD,4,0.008
heap,2023-06-08|ASML,5,0.01
heap,2023-06-08|INTC,3,0.006
heap,2023-06-08|META,6,0.012
heap,2023-06-08|MSFT,3,0.006
heap,2023-06-08|NVDA,1,0.002
heap,2023-06-08|ORCL,4,0.008
heap,2023-06-09|AAPL,4,0.008
heap,2023-06-09|AMD,0,0.0
heap,2023-06-09|ASML,1,0.002
heap,2023-06-09|INTC,0,0.0
heap,2023-06-09|META,5,0.01
heap,2023-06-09|MSFT,1,0.002
heap,2023-06-09|NVDA,3,0.006
heap,2023-06-09|ORCL,2,0.004
heap,2023-06-12|AAPL,6,0.012
heap,2023-06-12|AMD,4,0.008
heap,2023-06-12|ASML,5,0.01
heap,2023-06-12|INTC,2,0.004
heap,2023-06-12|META,0,0.0
heap,2023-06-12|MSFT,3,0.006
heap,2023-06-12|NVDA,3,0.006
heap,2023-06-12|ORCL,1,0.002
heap,2023-06-13|AAPL,6,0.012
heap,2023-06-13|AMD,3,0.006
heap,2023-06-13|ASML,1,0.002
heap,2023-06-13|INTC,2,0.004
heap,2023-06-13|META,1,0.002
heap,2023-06-13|MSFT,5,0.01
heap,2023-06-13|NVDA,1,0.002
heap,2023-06-13|ORCL,1,0.002
heap,2023-06-14|AAPL,1,0.002
heap,2023-06-14|AMD,4,0.008
heap,2023-06-14|ASML,1,0.002
heap,2023-06-14|INTC,3,0.006
heap,2023-06-14|META,3,0.006
heap,2023-06-14|MSFT,6,0.012
heap,2023-06-14|NVDA,2,0.004
heap,2023-06-14|ORCL,5,0.01
heap,2023-06-15|AAPL,2,0.004
heap,2023-06-15|AMD,4,0.008
heap,2023-06-15|ASML,1,0.002
heap,2023-06-15|INTC,6,0.012
heap,2023-06-15|META,2,0.004
heap,2023-06-15|MSFT,0,0.0
heap,2023-06-15|NVDA,4,0.008
heap,2023-06-15|ORCL,1,0.002
heap,2023-06-16|AAPL,1,0.002
heap,2023-06-16|AMD,2,0.004
heap,2023-06-16|ASML,4,0.008
heap,2023-06-16|INTC,3,0.006
heap,2023-06-16|META,2,0.004
heap,2023-06-16|MSFT,3,0.006
heap,2023-06-16|NVDA,4,0.008
heap,2023-06-16|ORCL,3,0.006
heap,2023-06-20|AAPL,1,0.002
heap,2023-06-20|AMD,2,0.004
heap,2023-06-20|ASML,3,0.006
heap,2023-06-20|INTC,3,0.006
heap,2023-06-20|META,5,0.01
heap,2023-06-20|MSFT,6,0.012
heap,2023-06-20|NVDA,1,0.002
heap,2023-06-20|ORCL,2,0.004
heap,2023-06-21|AAPL,3,0.006
heap,2023-06-21|AMD,3,0.006
heap,2023-06-21|ASML,1,0.002
heap,2023-06-21|INTC,3,0.006
heap,2023-06-21|META,1,0.002
heap,2023-06-21|MSFT,0,0.0
heap,2023-06-21|NVDA,4,0.008
heap,2023-06-21|ORCL,1,0.002
heap,2023-06-22|AAPL,1,0.002
heap,2023-06-22|AMD,2,0.004
heap,2023-06-22|ASML,3,0.006
heap,2023-06-22|INTC,1,0.002
heap,2023-06-22|META,1,0.002
heap,2023-06-22|MSFT,0,0.0
heap,2023-06-22|NVDA,6,0.012
heap,2023-06-22|ORCL,2,0.004
heap,2023-06-23|AAPL,2,0.004
heap,2023-06-23|AMD,4,0.008
heap,2023-06-23|ASML,2,0.004
heap,2023-06-23|INTC,2,0.004
heap,2023-06-23|META,4,0.008
heap,2023-06-23|MSFT,2,0.004
heap,2023-06-23|NVDA,2,0.004
heap,2023-06-23|ORCL,4,0.008
heap,2023-06-26|AAPL,4,0.008
heap,2023-06-26|AMD,1,0.002
heap,2023-06-26|ASML,4,0.008
heap,2023-06-26|INTC,1,0.002
heap,2023-06-26|META,7,0.014
heap,2023-06-26|MSFT,2,0.004
heap,2023-06-26|NVDA,2,0.004
heap,2023-06-26|ORCL,3,0.006
heap,2023-06-27|AAPL,0,0.0
heap,2023-06-27|AMD,5,0.01
heap,2023-06-27|ASML,3,0.006
heap,2023-06-27|INTC,3,0.006
heap,2023-06-27|META,2,0.004
heap,2023-06-27|MSFT,3,0.006
heap,2023-06-27|NVDA,2,0.004
heap,2023-06-27|ORCL,0,0.0
heap,2023-06-28|AAPL,1,0.002
heap,2023-06-28|AMD,3,0.006
heap,2023-06-28|ASML,3,0.006
heap,2023-06-28|INTC,2,0.004
heap,2023-06-28|META,1,0.002
heap,2023-06-28|MSFT,2,0.004
heap,2023-06-28|NVDA,4,0.008
heap,2023-06-28|ORCL,2,0.004
heap,2023-06-29|AAPL,1,0.002
heap,2023-06-29|AMD,1,0.002
heap,2023-06-29|ASML,4,0.008
heap,2023-06-29|INTC,0,0.0
